Name,Score,Genders,Type,Source,Popularity,Favorites
Area 88 (TV),7.03,"Action, Drama, Military, Romance, Shounen",TV,Manga,4622,58
Argento Soma,6.8,"Action, Adventure, Drama, Mecha, Military, Sci-Fi",TV,Original,3511,71
B'T X,7.05,"Adventure, Mecha, Sci-Fi, Shounen",TV,Manga,5003,49
Grappler Baki (TV),7.44,"Action, Sports, Martial Arts, Shounen",TV,Manga,1744,508
Bakuten Shoot Beyblade,6.73,"Action, Sci-Fi, Adventure, Comedy, Sports, Shounen",TV,Manga,1565,358
Comic Party,6.59,"Comedy, Drama",TV,Visual novel,3950,31
Seikai no Monshou,7.69,"Action, Military, Sci-Fi, Space, Romance",TV,Light novel,2463,423
D.C.S.S: Da Capo Second Season,7.01,"Comedy, Harem, Romance, Supernatural, Drama",TV,Visual novel,2954,37
Dear Boys,6.85,"Drama, Shounen, Sports",TV,Manga,3745,48
Di Gi Charat,6.73,"Comedy, Fantasy, Sci-Fi",TV,Original,3895,108
Divergence Eve,5.93,"Adventure, Comedy, Drama, Mecha, Military, Sci-Fi, Space",TV,Original,4777,7
Divergence Eve 2: Misaki Chronicles,6.3,"Adventure, Drama, Mecha, Military, Sci-Fi, Space",TV,Original,5883,10
Dragon Drive,6.73,"Action, Sci-Fi, Adventure, Comedy, Fantasy, School, Shounen",TV,Manga,3651,52
Grenadier: Hohoemi no Senshi,6.72,"Action, Ecchi, Adventure, Comedy, Shounen",TV,Manga,2269,69
.hack//Tasogare no Udewa Densetsu,6.6,"Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen",TV,Manga,1987,166
.hack//Liminality,6.61,"Game, Mystery, Sci-Fi",OVA,Original,2958,42
3x3 Eyes,6.77,"Action, Demons, Fantasy, Horror, Romance",OVA,Manga,3414,103
Cinderella Boy,6.32,"Action, Adventure, Mystery, Comedy, Seinen",TV,Manga,6128,6
Mirai Shounen Conan,8.09,"Adventure, Drama, Sci-Fi",TV,Novel,2707,450
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,"Comedy, Magic, Supernatural",TV,4-koma manga,3652,37
Aa! Megami-sama! Movie,7.57,"Comedy, Magic, Romance, Seinen, Supernatural",Movie,Original,2618,108
Abashiri Ikka,5.39,"Action, Comedy, Shounen",OVA,Manga,7318,11
Abenobashi Mahou☆Shoutengai,7.26,"Comedy, Parody, Ecchi, Fantasy",TV,Original,1782,326
Kerokko Demetan,6.01,"Kids, Fantasy, Comedy",TV,Unknown,10534,2
Zettai Shounen,6.94,"Sci-Fi, Mystery, Drama, Fantasy, Shounen",TV,Original,3946,59
Akahori Gedou Hour Rabuge,6.16,"Comedy, Magic, Parody",TV,Original,6564,7
"Chiisana Obake: Acchi, Kocchi, Socchi",5.98,"Comedy, Supernatural",TV,Picture book,9434,2
Ace wo Nerae!,7.02,"Sports, Drama, Romance, School, Shoujo",TV,Manga,5100,57
Ace wo Nerae!: Final Stage,6.52,"Action, Drama, Sports",OVA,Unknown,9544,3
Ace wo Nerae! (1979),6.83,"Sports, Drama, Romance, School, Shoujo",Movie,Unknown,7835,7
Ace wo Nerae! 2,6.87,"Drama, Shoujo, Sports",OVA,Manga,8812,18
Xiao Qian,6.5,"Action, Drama, Fantasy, Romance",Movie,Unknown,8102,8
Nageki no Kenkou Yuuryouji,6.19,"Comedy, Hentai, Yuri",OVA,Unknown,6737,21
Final Fantasy VII: Advent Children,7.76,"Action, Super Power, Fantasy",Movie,Game,782,1202
Hand Maid May,6.73,"Comedy, Ecchi, Harem, Romance, Sci-Fi",TV,Original,3240,33
Happy World!,6.02,"Ecchi, Fantasy, Comedy, Romance",OVA,Manga,6218,6
A Kite,6.56,"Action, Hentai, Police, Drama",OVA,Original,2294,214
Najica Dengeki Sakusen,6,"Action, Ecchi, Comedy, Sci-Fi",TV,Original,4443,10
Paradise Kiss,7.83,"Comedy, Drama, Josei, Romance, Slice of Life",TV,Manga,983,2842
Mousou Dairinin,7.68,"Mystery, Dementia, Police, Psychological, Supernatural, Drama, Thriller",TV,Original,489,4214
Kidou Keisatsu Patlabor: On Television,7.69,"Comedy, Mecha, Police, Sci-Fi",TV,Original,3054,361
Peach Girl,7,"Slice of Life, Drama, Romance, School, Shoujo",TV,Manga,1683,815
Petshop of Horrors,7.27,"Horror, Josei, Mystery, Supernatural",TV,Manga,2229,339
Puchi Pri*Yucie,7.42,"Comedy, Magic, Fantasy, Shoujo",TV,Original,4531,83
Piano (TV),6.02,"Music, Slice of Life, Drama, Romance, Shoujo",TV,Original,5442,8
Planetes,8.31,"Drama, Romance, Sci-Fi, Seinen, Space",TV,Manga,762,3540
Midori no Hibi,7.28,"Comedy, Drama, Romance, Ecchi, Shounen",TV,Manga,1081,603
Mahoujin Guruguru,7.61,"Adventure, Comedy, Magic, Fantasy, Shounen",TV,Manga,5148,66
Dokidoki♡Densetsu: Mahoujin Guruguru,7.19,"Adventure, Comedy, Magic, Fantasy, Shounen",TV,Manga,7592,9
Mama wa Shougaku 4 Nensei,7.21,"Comedy, Drama, Sci-Fi",TV,Original,6922,24
Marmalade Boy,7.49,"Comedy, Drama, Romance, Shoujo",TV,Manga,2474,578
Matantei Loki Ragnarok,7.29,"Comedy, Magic, Mystery, Shounen, Supernatural",TV,Manga,2779,208
Ginyuu Mokushiroku Meine Liebe,6.46,"Fantasy, Shoujo",TV,Visual novel,4629,34
Psychic Academy,6.24,"Comedy, Romance, Supernatural",TV,Manga,4910,8
Versailles no Bara,8.33,"Military, Historical, Drama, Romance, Shoujo",TV,Manga,1832,2375
Serial Experiments Lain,8.03,"Dementia, Drama, Mystery, Psychological, Sci-Fi, Supernatural",TV,Original,255,16764
Mutsu Enmei Ryuu Gaiden: Shura no Toki,7.59,"Action, Historical, Martial Arts, Samurai, Shounen",TV,Manga,3579,131
Spiral: Suiri no Kizuna,7.25,"Drama, Mystery, Shounen",TV,Manga,2340,324
Starship Operators,7,"Drama, Military, Sci-Fi, Space",TV,Light novel,4346,39
Tsukuyomi: Moon Phase,7,"Comedy, Romance, Vampire, Fantasy, Seinen",TV,Manga,1896,300
Futatsu no Spica,7.37,"Sci-Fi, Supernatural, Drama, School",TV,Manga,5177,63
Eikoku Koi Monogatari Emma,7.67,"Slice of Life, Historical, Drama, Romance, Seinen",TV,Manga,2434,270
W: Wish,6.19,"Drama, Harem, Romance, School, Slice of Life",TV,Visual novel,4319,16
Wild Arms: Twilight Venom,6.66,"Action, Sci-Fi, Adventure, Magic, Vampire, Fantasy",TV,Game,5760,15
Binzume Yousei,6.45,"Comedy, Fantasy, Magic, Slice of Life",TV,Original,3995,48
Magical Canan,6.19,"Supernatural, Drama, Magic, Fantasy",TV,Visual novel,6789,5
Ojamajo Doremi,7.21,"Comedy, Magic",TV,Original,2562,491
Ojamajo Doremi Sharp,7.34,"Comedy, Magic, Shoujo",TV,Original,4084,78
Motto! Ojamajo Doremi,7.34,"Magic, Fantasy, Comedy, Shoujo",TV,Original,4048,105
Ojamajo Doremi Dokkaan!,7.59,"Comedy, Magic, Shoujo",TV,Original,4525,181
UG☆Ultimate Girls,5.63,"Comedy, Ecchi, Magic, Sci-Fi",TV,Original,5317,4
Shakugan no Shana,7.51,"Action, Drama, Fantasy, Romance, School, Supernatural",TV,Light novel,279,5502
Fate/stay night,7.34,"Action, Supernatural, Magic, Romance, Fantasy",TV,Visual novel,119,7011
Bokusatsu Tenshi Dokuro-chan,6.59,"Comedy, Magic, Ecchi",OVA,Light novel,884,738
"Iriya no Sora, UFO no Natsu",6.99,"Drama, Romance, Sci-Fi",OVA,Light novel,3392,71
I'll/CKBC,6.3,"Action, Sports, School, Shounen",OVA,Manga,6682,5
Himiko-den,6.24,"Adventure, Supernatural, Drama, Fantasy",TV,Game,6415,4
Memories Off,5.93,"Romance, Drama",OVA,Visual novel,6120,4
Memories Off 2nd,6.3,"Romance, Drama",OVA,Visual novel,7465,1
Memories Off 3.5,6.29,"Romance, Drama",OVA,Visual novel,7836,0
Gallery Fake,7.47,"Mystery, Seinen",TV,Manga,4630,54
Fake,6.54,"Police, Comedy, Romance, Mystery, Shounen Ai",OVA,Manga,3916,54
AIKa,5.94,"Action, Ecchi, Adventure, Comedy, Sci-Fi",OVA,Original,3152,54
Akazukin Chacha OVA,7.05,"Comedy, Fantasy, Magic",OVA,Manga,8558,5
Bible Black,6.65,Hentai,OVA,Visual novel,2132,647
Boogiepop wa Warawanai,7.17,"Psychological, Supernatural, Dementia, Mystery, Drama, Horror",TV,Light novel,1477,770
Burn Up Excess,6.55,"Action, Adventure, Comedy, Ecchi, Police, Sci-Fi, Shounen",TV,Original,5063,17
Cardcaptor Sakura Movie 1,7.64,"Comedy, Drama, Magic, Fantasy, Shoujo",Movie,Manga,1611,1378
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.22,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Movie,Manga,1448,1663
Bannou Bunka Neko-Musume,6.7,"Sci-Fi, Adventure, Comedy, Mecha, Seinen",OVA,Manga,5053,25
Bannou Bunka Neko-Musume DASH!,6.37,"Action, Comedy, Ecchi, Romance, Sci-Fi",OVA,Unknown,6619,6
Bannou Bunka Neko-Musume (1998),6.53,"Action, Adventure, Comedy, Mecha, Sci-Fi, Seinen",TV,Original,5976,7
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",7.19,"Horror, Psychological, Supernatural, Drama, Ecchi, Seinen",Special,Manga,897,309
eX-Driver,6.73,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",OVA,Original,5169,33
eX-Driver the Movie,6.64,"Action, Adventure, Cars, Comedy, Sci-Fi, Shounen",Movie,Original,6940,3
Heppoko Jikken Animation Excel♥Saga,7.5,"Comedy, Parody, Sci-Fi, Shounen",TV,Manga,1485,947
Fushigi Yuugi OVA,7.16,"Adventure, Fantasy, Romance, Comedy, Historical, Shoujo",OVA,Manga,3670,94
Fushigi Yuugi: Dai Ni Bu,7.27,"Adventure, Drama, Fantasy, Historical, Martial Arts, Romance, Shoujo",OVA,Manga,3838,77
Futari Ecchi,6.37,"Comedy, Ecchi, Romance, Seinen, Slice of Life",OVA,Manga,2997,41
Galaxy Angel,7.03,"Comedy, Sci-Fi",TV,Game,3343,182
Gantz,7.05,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",TV,Manga,491,2353
Gilgamesh,6.65,"Drama, Fantasy, Sci-Fi, Supernatural",TV,Manga,2776,173
H2,7.27,"Comedy, Sports, Romance, Shounen",TV,Manga,5425,24
Haibane Renmei,7.99,"Slice of Life, Mystery, Psychological, Drama, Fantasy",TV,Other,700,5890
Capeta,7.83,"Cars, Shounen, Sports",TV,Manga,3652,240
Karas,7.42,"Action, Sci-Fi, Super Power, Fantasy",OVA,Original,2067,325
Suzuka,7.22,"Sports, Drama, Romance, Shounen",TV,Manga,1397,688
Tales of Phantasia The Animation,6.82,"Adventure, Fantasy, Shounen",OVA,Game,3594,48
Yuu☆Yuu☆Hakusho,8.45,"Action, Comedy, Demons, Supernatural, Martial Arts, Shounen",TV,Manga,257,17768
Escaflowne,7.08,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Movie,Original,2053,188
Ai Yori Aoshi: Enishi,7.16,"Comedy, Drama, Harem, Romance, Slice of Life",TV,Manga,2223,88
Gantz 2nd Stage,7.08,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",TV,Manga,1096,464
Seikai no Senki,7.72,"Action, Military, Romance, Sci-Fi, Space",TV,Light novel,3069,261
Seikai no Senki II,7.84,"Action, Military, Romance, Sci-Fi, Space",TV,Light novel,3643,116
Seikai no Senki III,7.7,"Action, Military, Romance, Sci-Fi, Space",OVA,Light novel,4103,52
Seikai no Senki Special,7.26,"Action, Military, Romance, Sci-Fi, Space",Special,Light novel,7827,2
Seihou Bukyou Outlaw Star,7.87,"Action, Sci-Fi, Adventure, Space, Comedy",TV,Manga,1180,2134
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,8,"Romance, Samurai, Historical, Drama, Shounen",OVA,Manga,1795,400
Otogi Juushi Akazukin OVA,6.48,"Adventure, Comedy, Magic, Fantasy",OVA,Original,9540,1
Hanaukyou Maid-tai,6.62,"Comedy, Ecchi, Harem, Romance",TV,Manga,3143,43
Bastard!!: Ankoku no Hakaishin,6.75,"Action, Adventure, Comedy, Ecchi, Fantasy, Seinen",OVA,Manga,3016,133
Blood: The Last Vampire,6.91,"Horror, Supernatural, Vampire",Movie,Original,1488,242
Buzzer Beater,6.56,"Shounen, Sports",TV,Web manga,4474,13
Tantei Gakuen Q,7.76,"Comedy, Drama, Mystery, Police, Shounen",TV,Manga,3072,238
Final Fantasy VII: Last Order,7.33,"Action, Adventure, Drama, Fantasy, Sci-Fi",Special,Game,1995,151
Gun x Sword,7.28,"Action, Adventure, Drama, Mecha, Sci-Fi, Shounen",TV,Original,1894,327
Kore ga Watashi no Goshujinsama,6.56,"Comedy, Ecchi, Slice of Life",TV,Manga,1819,139
Hametsu no Mars,2.23,"Sci-Fi, Horror",OVA,Visual novel,2216,278
Tonari no Yamada-kun,7.19,"Slice of Life, Comedy",Movie,4-koma manga,2796,79
Kurenai no Buta,7.98,"Action, Military, Adventure, Comedy, Historical, Drama, Romance",Movie,Manga,895,1350
Ragnarök The Animation,6.47,"Action, Magic, Fantasy",TV,Game,2451,120
Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,7.26,"Adventure, Comedy, Shounen",Movie,Manga,3804,21
Samurai Deeper Kyou,6.92,"Adventure, Comedy, Historical, Supernatural, Samurai, Shounen",TV,Manga,2275,212
Spriggan,6.68,"Adventure, Military, Sci-Fi, Shounen",Movie,Manga,3621,42
Stratos 4,6.66,"Comedy, Military, Sci-Fi, Shounen",TV,Original,4949,27
Stratos 4 OVA,6.73,"Comedy, Military, Sci-Fi, Shounen",OVA,Original,7867,2
Stratos 4 Advance,6.85,"Comedy, Military, Sci-Fi, Shounen",OVA,Original,7638,2
Dirty Pair,7.18,"Adventure, Comedy, Police, Sci-Fi",TV,Light novel,3515,156
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,6.44,"Comedy, Sports, Shounen Ai",OVA,Manga,6058,10
Final Fantasy,6.12,"Action, Adventure, Comedy, Fantasy",OVA,Game,4352,25
Kaleido Star,7.94,"Comedy, Sports, Drama, Fantasy, Shoujo",TV,Original,1828,1396
Kaleido Star: Aratanaru Tsubasa - Extra Stage,7.52,"Adventure, Comedy, Sports, Drama, Shoujo",OVA,Original,4489,24
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,7.88,"Comedy, Drama, Shoujo",OVA,Original,4475,39
Fullmetal Alchemist: The Conqueror of Shamballa,7.57,"Military, Comedy, Historical, Drama, Fantasy, Shounen",Movie,Manga,506,704
Howl no Ugoku Shiro,8.67,"Adventure, Drama, Fantasy, Romance",Movie,Novel,98,17845
Iria: Zeiram The Animation,7.07,"Action, Adventure, Space, Sci-Fi",OVA,Original,3755,95
"Kumo no Mukou, Yakusoku no Basho",7.56,"Drama, Military, Romance, Sci-Fi",Movie,Original,846,726
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,5.55,"Action, Adventure, Fantasy",OVA,Original,6056,2
Magic Knight Rayearth,7.46,"Adventure, Comedy, Drama, Fantasy, Magic, Mecha, Romance, Shoujo",TV,Manga,2168,540
Perfect Blue,8.48,"Dementia, Drama, Horror, Psychological",Movie,Novel,342,9942
Phantom The Animation,6.54,"Action, Drama, Shounen",OVA,Visual novel,4501,19
RG Veda,6.14,"Adventure, Drama, Fantasy",OVA,Manga,5643,15
Shoujo Kakumei Utena,8.2,"Comedy, Drama, Fantasy, Mystery, Psychological, Shoujo",TV,Original,948,6311
Shoujo Kakumei Utena: Adolescence Mokushiroku,7.6,"Dementia, Drama, Fantasy, Romance, Shoujo, Shoujo Ai",Movie,Original,2584,482
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,7.1,"Adventure, Comedy, Historical, Supernatural, Drama, Shounen",Movie,Manga,683,303
Onegai☆Teacher: Himitsu na Futari,7.32,"Comedy, Ecchi, Romance, Sci-Fi",OVA,Original,2469,61
Maria-sama ga Miteru: Haru,7.68,"Drama, Romance, School, Shoujo, Shoujo Ai",TV,Light novel,3444,79
Tales of Eternia The Animation,6.21,"Adventure, Comedy, Romance, Fantasy",TV,Game,4145,12
Weiß Kreuz Glühen,6.59,"Action, Drama, Shounen",TV,Unknown,5134,27
Weiß Kreuz,6.73,"Action, Drama, Shounen",TV,Original,3986,171
Tenjou Tenge: The Ultimate Fight,7.06,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",OVA,Manga,2624,41
InuYasha Movie 4: Guren no Houraijima,7.54,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",Movie,Manga,1743,221
InuYasha Movie 2: Kagami no Naka no Mugenjo,7.66,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",Movie,Manga,1602,303
InuYasha Movie 3: Tenka Hadou no Ken,7.8,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",Movie,Manga,1657,243
InuYasha Movie 1: Toki wo Koeru Omoi,7.56,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Drama, Magic, Romance, Fantasy, Shounen",Movie,Manga,1654,186
.hack//Gift,6.16,"Comedy, Fantasy, Game",OVA,Original,3737,25
Fantastic Children,7.55,"Adventure, Fantasy, Mystery, Romance, Sci-Fi, Thriller",TV,Original,3138,272
Gokujou Seitokai,6.94,"Comedy, School, Slice of Life",TV,Original,3955,63
Mushishi,8.69,"Adventure, Slice of Life, Mystery, Historical, Supernatural, Fantasy, Seinen",TV,Manga,167,23066
Buttobi!! CPU,6.24,"Comedy, Ecchi, Magic, Sci-Fi, Seinen",OVA,Manga,5703,11
One Piece Movie 1,7.1,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Movie,Manga,1629,284
One Piece Movie 2: Nejimaki-jima no Daibouken,7.17,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Movie,Manga,1903,27
One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,6.99,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Movie,Manga,2017,21
One Piece Movie 4: Dead End no Bouken,7.59,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Movie,Manga,1812,56
One Piece Movie 5: Norowareta Seiken,7.23,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Movie,Manga,2060,23
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,7.7,"Adventure, Comedy, Fantasy, Shounen",Movie,Manga,1864,211
One Piece Movie 7: Karakuri-jou no Mecha Kyohei,7.28,"Adventure, Comedy, Fantasy, Shounen",Movie,Manga,2200,18
One Piece: Taose! Kaizoku Ganzack,6.76,"Action, Adventure, Fantasy, Comedy, Super Power, Shounen",OVA,Manga,3177,9
Koukaku Kidoutai: Stand Alone Complex,8.45,"Action, Military, Sci-Fi, Police, Mecha, Seinen",TV,Manga,419,8128
Innocence,7.82,"Military, Sci-Fi, Police, Psychological, Mecha",Movie,Manga,1112,873
Karin,7.17,"Comedy, Romance, Vampire, School, Shounen",TV,Manga,958,868
Okusama wa Joshikousei (TV),6.34,"Slice of Life, Comedy, Romance, Drama",TV,Manga,3439,40
To Heart 2,6.52,"Comedy, Drama, Harem, Romance, School, Slice of Life",TV,Visual novel,3799,37
To Heart,6.6,"Drama, Harem, Romance, School, Slice of Life",TV,Visual novel,3436,43
Tide-Line Blue,6.66,"Action, Military, Adventure, Drama, Shounen",TV,Original,5871,10
Macross Plus,7.72,"Drama, Mecha, Military, Romance, Sci-Fi, Space",OVA,Original,2629,386
Hotori: Tada Saiwai wo Koinegau,6.93,"Drama, Sci-Fi",Movie,Unknown,6265,9
Ginban Kaleidoscope,7.34,"Sports, Supernatural, Drama, Romance",TV,Light novel,2452,172
Aria the Animation,7.69,"Sci-Fi, Slice of Life, Fantasy, Shounen",TV,Manga,1151,1891
Sousei no Aquarion,7.11,"Action, Mecha, Romance, Super Power, Supernatural, Sci-Fi",TV,Original,1857,348
Ueki no Housoku,7.76,"Action, Adventure, Comedy, Super Power, Supernatural, Drama, Shounen",TV,Manga,1424,879
Yu☆Gi☆Oh! Duel Monsters,7.47,"Adventure, Game, Shounen",TV,Manga,484,3848
Yu☆Gi☆Oh!: Duel Monsters GX,7.16,"Action, Game, Comedy, Fantasy, Shounen",TV,Manga,917,1340
Kurau Phantom Memory,7.35,"Action, Sci-Fi, Space, Super Power, Drama",TV,Original,3199,133
Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,7.35,"Adventure, Shounen, Supernatural",Movie,Manga,5208,23
Damekko Doubutsu,7.29,"Slice of Life, Comedy",TV,4-koma manga,4902,58
Kino no Tabi: The Beautiful World,8.34,"Action, Adventure, Psychological, Slice of Life",TV,Light novel,650,5866
Girls Bravo: Second Season,6.68,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,Manga,1680,152
Ichigo Mashimaro,7.66,"Slice of Life, Comedy",TV,4-koma manga,1796,756
Kamichu!,7.4,"Comedy, Drama, Slice of Life, Supernatural",TV,Original,2243,229
Paniponi Dash!,7.45,"Comedy, Parody, School",TV,Manga,2165,400
Armitage III: Dual-Matrix,6.86,"Action, Sci-Fi, Adventure, Mecha",Movie,Original,4110,21
Armitage III: Poly-Matrix,7.08,"Action, Military, Sci-Fi, Adventure, Police, Romance, Mecha",Movie,Original,4491,34
Bakuretsu Hunters,6.71,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen, Supernatural",TV,Manga,3923,43
Kamui no Ken,6.63,"Adventure, Historical, Drama, Fantasy, Shounen",Movie,Novel,6339,12
Yami to Boushi to Hon no Tabibito,6.58,"Adventure, Ecchi, Fantasy, Magic, Mystery, Shoujo Ai",TV,Visual novel,3257,105
Haja Taisei Dangaiou,6.13,"Action, Sci-Fi, Adventure, Mecha",OVA,Original,6432,6
Makai Toshi Shinjuku,6.17,"Adventure, Horror, Romance, Shounen, Supernatural",OVA,Novel,4176,36
Doraemon,7.36,"Adventure, Comedy, Fantasy, Kids, Shounen",TV,Manga,4037,163
Dragon Ball Movie 1: Shen Long no Densetsu,6.83,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Movie,Manga,2220,41
Eien no Aselia,5.51,"Adventure, Drama, Fantasy",OVA,Visual novel,7083,4
Fatal Fury: The Motion Picture,6.59,"Action, Adventure, Drama, Martial Arts, Romance, Shounen",Movie,Game,4786,41
Fushigiboshi no☆Futagohime,7.27,"Magic, Comedy, Shoujo",TV,Original,5096,90
Glass no Kamen,7.34,"Drama, Romance, Shoujo",TV,Manga,5605,41
Gravitation: Lyrics of Love,6.96,"Comedy, Romance, Shoujo, Shounen Ai",OVA,Manga,3056,107
Tottoko Hamtarou,6.97,"Adventure, Comedy, Kids",TV,Manga,2359,239
I My Me! Strawberry Eggs,6.81,"Comedy, Drama, Romance, School, Slice of Life",TV,Original,2808,102
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,5.89,"Comedy, Drama, Harem, Romance, School",TV,Visual novel,6442,7
Kidou Shinsengumi Moeyo Ken TV,6.19,"Adventure, Comedy, Historical, Fantasy",TV,Game,6523,2
Majo no Takkyuubin,8.24,"Adventure, Comedy, Drama, Magic, Romance, Fantasy",Movie,Novel,350,3695
Tenkuu no Shiro Laputa,8.31,"Adventure, Fantasy, Romance, Sci-Fi",Movie,Original,405,3090
Cossette no Shouzou,6.85,"Drama, Horror, Magic, Psychological, Romance, Supernatural",OVA,Original,2022,378
Hajimari no Boukensha-tachi: Legend of Crystania,6.06,"Action, Adventure, Fantasy, Magic, Supernatural",Movie,Unknown,6829,6
Keroro Gunsou,7.7,"Comedy, Mecha, Parody, Sci-Fi, Shounen",TV,Manga,2012,1061
School Rumble: Ichi Gakki Hoshuu,7.75,"Comedy, Romance, School, Shounen",OVA,Manga,2194,130
Mahou no Princess Minky Momo,6.74,"Magic, Shoujo",TV,Original,6164,20
Mahoraba: Heartful days,7.34,"Comedy, Drama, Romance, Shounen",TV,Manga,3486,103
Marmalade Boy Movie,7.35,"Romance, Shoujo",Movie,Unknown,5198,31
Mermaid Melody Pichi Pichi Pitch,7.04,"Adventure, Music, Comedy, Magic, Romance, Shoujo",TV,Manga,2024,850
Metropolis,7.54,"Adventure, Drama, Police, Romance, Sci-Fi, Shounen",Movie,Manga,1693,499
Tonari no Totoro,8.31,"Adventure, Comedy, Supernatural",Movie,Original,121,6751
Onegai☆Twins: Natsu wa Owaranai,7.04,"Comedy, Drama, Romance",OVA,Original,3132,11
Otogizoushi,6.98,"Adventure, Drama, Fantasy, Historical",TV,Original,4143,45
Boku no Chikyuu wo Mamotte,7.17,"Drama, Sci-Fi, Shoujo",OVA,Manga,4345,108
Pokemon,7.34,"Action, Adventure, Comedy, Kids, Fantasy",TV,Game,277,4940
Pokemon Movie 01: Mewtwo no Gyakushuu,7.63,"Action, Adventure, Comedy, Kids, Drama, Fantasy",Movie,Game,761,336
Saishuu Heiki Kanojo,7.18,"Drama, Military, Romance, School, Sci-Fi",TV,Manga,1616,563
